"greco","ser","year","V","PV","GTOT","NT","mqd","pvv"
"Sud ouest","F14",2012,138.097620530757,6.93837894893688,20.8385295708563,941.406087434469,0.167880437946608,0.0502425669774055
"Sud ouest","F15",2012,152.07322132479,5.28694305530036,22.2118496735752,921.374257723726,0.175198097153778,0.034765772758958
"Sud ouest","F21",2012,75.8744475891499,4.4764208259818,10.6225323560052,333.434162267102,0.201402122795422,0.0589977386091959
"Sud ouest","F22",2012,141.093943600116,5.46935880237487,19.9555852066122,472.140349524816,0.231980636024967,0.0387639516113886
"Sud ouest","F23",2012,123.010306885893,5.62291046846349,18.1358225238766,668.767742356142,0.185817250407832,0.0457108888743724
"Sud ouest","F30",2012,142.858307745704,4.81452450070595,20.3732835535362,731.34066038257,0.188332692079543,0.0337013966963411
"Sud ouest","F40",2012,87.6553715768753,2.34670359445773,16.0095282797768,830.47121379863,0.156668626302863,0.0267719313972633
"Sud ouest","F51",2012,160.910432730971,5.20077997312215,21.3010370850149,472.590160184439,0.239559333481954,0.0323209619466839
"Sud ouest","F52",2012,168.167479138567,5.89674850364733,21.292445896448,432.855615479254,0.250262804751756,0.0350647374501493
"Massif central","G11",2012,181.554855130155,7.22533530221866,24.4874836740624,829.219452371477,0.193906513773992,0.0397969820032567
"Massif central","G12",2012,195.718973562413,6.63378952493114,25.7316118988864,788.097698678317,0.203891220643551,0.0338944630874823
"Massif central","G13",2012,206.084369349536,7.47083719107929,26.3028456202994,740.716033057789,0.212632945202668,0.036251352854462
"Massif central","G21",2012,212.993013451255,8.46720382966744,25.1117373767568,658.349581718805,0.22037643726308,0.0397534345961316
"Massif central","G22",2012,252.774213793039,9.00363104362469,30.1094472315785,780.277553988862,0.221657225912444,0.035619262378545
"Massif central","G23",2012,232.653312475012,8.87853729339362,26.4820247896593,781.561944750626,0.207705956282287,0.0381620927677409
"Massif central","G30",2012,222.383922609557,7.07325603749446,29.65377349976,764.376753672455,0.222249763216881,0.0318065081076616
"Massif central","G41",2012,246.177859103676,9.47041781695624,26.7498133122066,705.322888487786,0.219746237760649,0.038469819550132
"Massif central","G42",2012,199.694587493526,7.01273067425803,27.557059403351,771.647862609493,0.21323668226092,0.0351172796532874
"Massif central","G50",2012,171.278124941915,4.80119742144235,24.4493622792958,705.623521811514,0.210040141629196,0.0280315856042361
"Massif central","G60",2012,85.6940534251002,2.44067890622293,15.2252020560139,652.676428439808,0.17234061072134,0.0284813100637861
"Massif central","G70",2012,134.752125237422,4.27839671198743,24.8584204883171,873.419867107867,0.190362014102206,0.0317501241961805
"Massif central","G80",2012,191.731198376574,6.85818046506853,26.200566676409,854.583755329652,0.197575497883153,0.0357697678997373
"Massif central","G90",2012,155.48049999816,5.34509341315096,21.3798303616572,725.189328382417,0.193745437680372,0.0343779021370154
"Alpes","H10",2012,312.747703234439,7.69734565569625,35.4420915401931,881.963006539057,0.226198409119466,0.0246119973898776
"Alpes","H21",2012,292.716681283742,7.83848557847648,33.9996740637616,760.661518615041,0.238559498487363,0.0267784041008525
"Alpes","H22",2012,212.86284416298,5.33294412696391,27.60093450932,725.062715477435,0.22015531060978,0.0250534288778022
"Alpes","H30",2012,95.6940717244729,2.38526421912472,19.2349686286155,826.607059456361,0.172127890174452,0.0249259350776973
"Alpes","H41",2012,154.338314047497,3.17083430628363,24.1116364844666,726.155541871537,0.205614422815223,0.0205446996479941
"Alpes","H42",2012,163.665223772353,3.07083302167711,23.5180592300829,616.247965290871,0.220433730280733,0.018762892634714
"Pyrénnés","I11",2012,179.175770454741,5.65405874991181,23.6573316930073,695.265161573675,0.208143428887663,0.031555933793738
"Pyrénnés","I12",2012,195.431850254178,5.34594144763333,27.1837746552825,866.231070653789,0.199890917480228,0.0273545046044461
"Pyrénnés","I13",2012,87.1621211975484,2.80096309915535,17.6247410827578,889.239303730666,0.158857274520779,0.0321350956203454
"Pyrénnés","I21",2012,191.647588447881,4.54003748896205,25.7757049406642,639.718748254096,0.226498742791364,0.0236895101354053
"Pyrénnés","I22",2012,115.770410642811,2.71445844677607,21.7959494237402,788.342308907111,0.187622767454873,0.0234469104126361
"Provence","J10",2012,43.0836805713859,1.44527225453076,12.095632110817,943.041782284949,0.127792061612191,0.0335457007238755
"Provence","J21",2012,46.954418325834,1.63067998304325,13.0433654934531,769.327548971356,0.14692450935665,0.0347289997658443
"Provence","J22",2012,60.707059906006,2.15156458218937,13.9003041597571,825.86195212581,0.146390698090615,0.035441752335242
"Provence","J23",2012,59.6959437255498,1.74364309217166,14.0168145482735,799.540739414672,0.149403036500156,0.0292087365297046
"Provence","J24",2012,68.9534138409139,1.65138903361329,13.6177945638784,468.059206085794,0.192467786901275,0.0239493440806759
"Provence","J30",2012,59.8461833272123,1.60133027608522,14.8420008685743,579.382036931536,0.180600426881411,0.0267574335915435
"Provence","J40",2012,61.4802450185244,1.71777791444171,14.9069779177711,898.079875694222,0.145375888151678,0.0279403231708678
"Corse","K11",2012,67.1827745537596,1.57299735539256,16.9399670080088,868.489961555953,0.157590102462289,0.0234137003992571
"Corse","K12",2012,214.140529983357,3.49620356124056,32.910115769711,895.884127068436,0.216268786473269,0.0163266783803715
"Corse","K13",2012,101.170767428242,2.49869249368524,21.863753366573,863.292487942681,0.179571924974051,0.0246977714729455
"Grand ouest","A11",2017,180.710848106105,6.47591346770029,24.8711336335309,603.035734709422,0.229156048947564,0.0358357759679039
"Grand ouest","A12",2017,213.710590787664,6.84051404179973,27.2583706658306,652.042001824185,0.230710425266829,0.0320083062640365
"Grand ouest","A13",2017,197.989460222774,6.22615046066948,23.2376845954899,510.875208608571,0.240654546931487,0.0314468783018244
"Grand ouest","A21",2017,160.477871899908,6.22344417387113,22.6216989313624,589.585190938566,0.221026519616071,0.0387806997948773
"Grand ouest","A22",2017,176.439680870267,5.38974306733839,22.4216347445252,605.259179525593,0.217179087303137,0.0305472274760086
"Grand ouest","A30",2017,140.796568062131,5.51932989578156,19.8710713126291,656.780579057167,0.196270735147349,0.0392007416924111
"Centre nord","B10",2017,180.051230538917,5.12347768163931,20.6544851251843,455.608641868547,0.240251589403713,0.0284556660140787
"Centre nord","B21",2017,173.882945603717,6.61466590450756,21.8905969722233,568.843477159515,0.221354049114464,0.0380409124169229
"Centre nord","B22",2017,158.87676240844,6.17689704405275,19.3748219703967,498.864021922326,0.222373395612037,0.0388785430318198
"Centre nord","B23",2017,216.543335178008,6.63777732197939,23.2015044852922,497.132176910267,0.243768281727941,0.03065334389776
"Centre nord","B31",2017,187.801499217679,6.0054866102795,22.3782802912987,564.937364883075,0.224578545082493,0.031977841685484
"Centre nord","B32",2017,183.169304660443,5.90636781206591,22.0264045280504,596.264250141625,0.216873994766592,0.0322454017228218
"Centre nord","B33",2017,216.289994857165,6.02527134877708,24.0280918679362,628.851914388425,0.220566985399882,0.0278573743217114
"Centre nord","B41",2017,189.121022635061,5.55566990682889,21.9339208425282,591.904184598785,0.21721383837317,0.0293762683250155
"Centre nord","B42",2017,200.40655860037,5.98834056267001,22.5057781573319,634.330987929112,0.212541681558293,0.0298809610049306
"Centre nord","B43",2017,111.392474478233,5.93215270701909,16.222397710615,673.406292922663,0.175135423253599,0.0532545195248202
"Centre nord","B44",2017,148.453320472577,5.16646363490687,19.8394744527597,760.235443937253,0.182282965055747,0.0348019405592296
"Centre nord","B51",2017,204.777821109018,6.16089139389968,22.5004029246365,687.104063266226,0.204192106078682,0.0300857356550337
"Centre nord","B52",2017,212.021534673786,5.86554732903649,24.1553882152143,762.345795133231,0.200856580877696,0.02766486592063
"Centre nord","B53",2017,214.335108298462,6.03446002098493,23.5922515881145,708.11861991865,0.205961832696381,0.0281543237078171
"Centre nord","B61",2017,172.05924503462,7.14597494738656,21.6491839332765,606.906512662792,0.213115445124461,0.041532060343219
"Centre nord","B62",2017,202.029874628775,6.7883707830919,23.6186425953431,709.247990104051,0.20591285947308,0.0336008265884705
"Centre nord","B70",2017,164.972984800774,5.22692965574169,20.7406477810249,634.215738933739,0.204055220326431,0.0316835490492814
"Centre nord","B81",2017,157.189867756675,6.1447003948173,21.1186661833876,754.260591120241,0.188811130899633,0.0390909444896863
"Centre nord","B82",2017,150.598379854031,5.22386165532088,20.8513097187128,740.812758017272,0.189307361470419,0.0346873695479603
"Centre nord","B91",2017,205.21301708842,5.52496725363178,23.4614556979921,677.968817945218,0.209907365041969,0.026923083788838
"Centre nord","B92",2017,210.347486552128,6.60455033862592,24.144413508801,747.59788094083,0.202781979724711,0.0313982850324632
"Grand est","C11",2017,234.165283112398,7.44343270798351,25.1759357684627,639.576684257394,0.223872917330508,0.0317870890554289
"Grand est","C12",2017,210.768542204566,6.07300356281639,22.5967822363871,531.851130817486,0.232585864094133,0.0288136146850705
"Grand est","C20",2017,172.08891578968,4.73479378411186,21.648557803182,744.625308260061,0.192398041849388,0.0275136475954008
"Grand est","C30",2017,222.433768723859,5.68228214947632,24.5794860875874,652.228685134456,0.219049119024952,0.0255459509681312
"Grand est","C41",2017,165.794793815655,6.71281911798171,20.7603406787451,664.617794327335,0.199428083143666,0.0404887208065508
"Grand est","C42",2017,291.150093152359,6.64447120826582,28.662239217493,533.252101197395,0.261603668458241,0.0228214634463083
"Grand est","C51",2017,201.785224501184,6.01886690948241,22.4281029157842,649.452505955732,0.209689957179188,0.0298280854029879
"Grand est","C52",2017,204.894667553256,6.82061558405423,27.098794639347,954.906095722101,0.190085816819317,0.0332883996714137
"Vosges","D11",2017,304.445449758608,9.08980220124275,30.3711049819875,682.228550689989,0.238078627748977,0.0298569159383068
"Vosges","D12",2017,249.898830988056,7.83533658706324,25.2610738270187,687.182691039178,0.216344001150585,0.0313540345750466
"Jura","E10",2017,215.444254033004,6.54902665191682,26.3272246791688,875.658842135503,0.195654630418987,0.0303977782155823
"Jura","E20",2017,320.793287841058,9.08940077724243,32.1953057790457,687.72778177832,0.244142311503798,0.0283341364104411
"Sud ouest","F11",2017,142.218052533807,7.389277586633,21.4241760359567,1060.35791774605,0.160391327381271,0.0519573813238406
"Sud ouest","F12",2017,126.860472869656,5.11571462645844,20.4290902667032,1044.22078441319,0.157827764950395,0.0403255207137263
"Sud ouest","F14",2017,155.783765330246,5.9882829911828,23.0613330612858,966.260179401565,0.174321206186267,0.0384397114711423
"Sud ouest","F15",2017,169.146449883453,5.35154179535454,23.4803552025265,883.563729261794,0.183945196297883,0.0316385108823857
"Sud ouest","F21",2017,85.985120394705,5.52716875471411,12.4015516981917,416.678017705747,0.194667198389322,0.0642805258554301
"Sud ouest","F22",2017,135.505235915948,5.47080522345155,18.8870241757872,480.258127315669,0.223768765475605,0.0403733862125077
"Sud ouest","F23",2017,127.25125537837,5.84047475957344,18.4361625298902,632.567820261696,0.192635700241061,0.0458971877503864
"Sud ouest","F30",2017,153.786630250756,4.88004304733511,21.1863713999503,725.611475088538,0.19281076548603,0.0317325572410162
"Sud ouest","F40",2017,88.5448203015573,1.96356693543968,15.8332826869385,754.667606837106,0.16344163109036,0.0221759661237366
"Sud ouest","F51",2017,155.756985955497,5.75379235431176,21.2079573813783,548.506401480487,0.221877687108207,0.0369408300951313
"Sud ouest","F52",2017,167.231299611093,5.92588166640161,21.1972719492173,534.148473212271,0.224783303478137,0.0354352425663296
"Massif central","G11",2017,182.759673001941,7.45483054660694,24.6392126424079,832.881277289969,0.19407827452029,0.0407903473679762
"Massif central","G12",2017,203.908587748508,6.60500195671576,26.2675591270175,828.793196995745,0.200882372894756,0.0323919753927288
"Massif central","G13",2017,223.413378239389,7.08754851043689,27.0918328327121,709.659663987086,0.220469842714492,0.0317239216661526
"Massif central","G21",2017,237.293390982187,8.11730081667008,26.4284400566825,607.367768435639,0.235377504175815,0.034207867244307
"Massif central","G22",2017,262.268789005969,8.37113251645919,30.4200306432632,757.771232261155,0.226081916470974,0.0319181422546952
"Massif central","G23",2017,261.137806159988,8.24099312376786,27.4421136763367,668.435207528185,0.228630507534199,0.03155802388383
"Massif central","G30",2017,236.424756610825,6.81940855544415,31.1499321494457,758.951572059485,0.228600185980429,0.0288438852732731
"Massif central","G41",2017,231.199933412665,7.84335719589589,25.0524126735976,653.967336522861,0.220852240347179,0.0339245651160998
"Massif central","G42",2017,229.216695147378,7.68147577737922,31.1511632341392,863.513859449477,0.214317452019587,0.0335118511871062
"Massif central","G50",2017,199.847520435257,5.63755976068967,27.5225274727757,773.846123150963,0.212800140653249,0.0282093055165828
"Massif central","G60",2017,93.6905660639249,2.51697747327491,17.1955653010042,719.048948149614,0.174495431273775,0.0268647909711377
"Massif central","G70",2017,167.326916873494,5.0217413854542,28.3956922371523,950.850390096122,0.194995772087088,0.0300115574904834
"Massif central","G80",2017,179.468968529292,5.94337624007873,25.5970662207039,895.260489669035,0.190798715303412,0.0331164562251812
"Massif central","G90",2017,171.393520201891,5.46395501022214,23.3309597065596,750.350583208162,0.198970755471381,0.0318795891687501
"Alpes","H10",2017,328.264057503486,7.28218087729265,35.7166529800312,870.711939157565,0.228535244814419,0.0221839117345807
"Alpes","H21",2017,305.054619987053,8.17058749970982,34.7075547490387,787.71651744231,0.236854746304617,0.0267840149415098
"Alpes","H22",2017,220.708967296634,5.19265472437906,28.695519275643,767.935677043586,0.218122105424985,0.0235271579038296
"Alpes","H30",2017,104.259016701015,2.53436287955052,20.5193091403377,842.540156245236,0.176092606601252,0.0243083328401067
"Alpes","H41",2017,168.210376695287,3.45755608610835,24.6667692449696,720.680746895377,0.208756369243077,0.0205549512107194
"Alpes","H42",2017,151.904358678771,3.07937110398739,22.1441683358974,610.416557447803,0.214917407824862,0.0202717758119059
"Pyrénnés","I11",2017,178.485024683929,5.2082117813693,23.2244696010604,691.667699174572,0.206766041907643,0.0291801051129768
"Pyrénnés","I12",2017,212.125294490927,5.16546923415589,27.8910135825192,847.594286138236,0.20468838420647,0.0243510291714732
"Pyrénnés","I13",2017,108.03822654647,3.38447100285551,20.2734635711467,997.260646216424,0.160884681165982,0.0313266064340639
"Pyrénnés","I21",2017,215.37714756969,4.90703137844737,27.3657769532748,666.876993553727,0.228578870962407,0.0227834356328802
"Pyrénnés","I22",2017,131.686074672055,3.39650121525516,22.6386252846289,787.975597605328,0.191259801507351,0.0257924098938604
"Provence","J10",2017,44.7269975062289,1.30514340558214,12.2736132306686,937.202395431988,0.129129235884657,0.0291802150457423
"Provence","J21",2017,62.7362419109058,1.72935917056047,16.8024858774059,1039.22567817478,0.143478521995136,0.0275655525081722
"Provence","J22",2017,66.8628875336922,1.96993254678152,15.5082289249847,827.240566564341,0.154497070601511,0.0294622715148052
"Provence","J23",2017,56.1040667911225,1.58015681083566,13.0658435131023,748.465632855272,0.149086340178777,0.0281647463582033
"Provence","J24",2017,80.3200625752022,1.85559485962525,15.6530593869691,705.938384864961,0.168023983726252,0.0231025076441878
"Provence","J30",2017,56.6383454051166,1.55243715907576,13.5756797072545,458.280075514787,0.194209452021568,0.0274096488513508
"Provence","J40",2017,71.1176199449107,2.00058302730927,16.9661499392922,963.59641443188,0.149726654934022,0.0281306240121502
"Corse","K11",2017,59.1051066117533,1.56786519538529,13.7724557506526,815.073458309476,0.146677120863916,0.0265267298422149
"Corse","K12",2017,195.771129755819,3.25461888163097,27.5335074754538,593.705897370201,0.242996572350021,0.016624611022526
"Corse","K13",2017,81.5903732383348,1.82057044157227,18.9301415601812,733.502377232765,0.181272209064197,0.0223135447150631
"Grand ouest","A11",2022,166.433000846431,5.80908081059872,24.4212036956928,656.642285669425,0.217607655104027,0.0349034192801631
"Grand ouest","A12",2022,208.053734859801,6.78956051775395,27.4774246950623,626.442592943889,0.236321063945623,0.0326336872651153
"Grand ouest","A13",2022,194.296447856647,5.82625274955705,22.4399593125591,457.086040595847,0.250015602885075,0.0299864089839444
"Grand ouest","A21",2022,180.836853026087,6.34232311729338,26.6479597758436,584.382289843574,0.240956429104762,0.0350720719320329
"Grand ouest","A22",2022,192.954817109388,5.94509636300974,24.4884420230465,627.710101388201,0.222872291533793,0.0308108211656587
"Grand ouest","A30",2022,150.15905377833,6.09728651169973,22.3671289180909,829.83595455983,0.185252490777968,0.0406055203351291
"Centre nord","B10",2022,201.313038832142,5.7887075121173,22.9740826664182,536.630013112505,0.233473003189065,0.0287547569978516
"Centre nord","B21",2022,159.149191993312,6.03875062331981,20.2718570690117,590.670823821001,0.209039841459914,0.0379439603034464
"Centre nord","B22",2022,166.718164881332,6.57753319570724,21.5685230715098,626.681257794343,0.209335030371423,0.0394530086172017
"Centre nord","B23",2022,204.597407552077,5.33831444663805,20.5492091051901,414.683659744417,0.251185261774831,0.0260917990628951
"Centre nord","B31",2022,207.713976372987,6.34240921478215,25.3230243918495,671.830300510354,0.219070072688353,0.0305343401803316
"Centre nord","B32",2022,189.722280525045,5.26362073923893,22.4622698628597,637.132593567767,0.211868781194598,0.0277438196751176
"Centre nord","B33",2022,243.143877308196,6.4936018964316,25.9163661341341,644.40342539813,0.226288869396053,0.0267068287646029
"Centre nord","B41",2022,197.222905390398,5.07287314272256,22.1386481709749,508.743251638117,0.23538635175087,0.0257215212030313
"Centre nord","B42",2022,200.320330426728,5.64463930687615,22.3907508956714,588.973653064959,0.220009510438797,0.0281780650763295
"Centre nord","B43",2022,112.947192830109,5.14102235343762,15.9763470455996,604.036119877846,0.183511103901531,0.0455170440682892
"Centre nord","B44",2022,154.537039437603,4.2242230187853,20.9672574493775,759.277381498483,0.187510521589439,0.0273346961618927
"Centre nord","B51",2022,210.953485291091,5.56768655454766,23.2107477971984,653.09709911725,0.212721187267795,0.0263929583664613
"Centre nord","B52",2022,208.061729623819,5.74066716932644,23.7073204187693,721.946366632765,0.204476699519253,0.0275911729644165
"Centre nord","B53",2022,212.679661587619,5.60676018363318,23.294050509142,668.409036801894,0.210647548544869,0.0263624652295365
"Centre nord","B61",2022,189.393121353377,6.58540453347395,23.0845429712571,591.466265076767,0.222920860137435,0.0347710861219012
"Centre nord","B62",2022,211.126772822065,5.90999481108281,23.9911811263098,671.683354226789,0.213254685136328,0.0279926355719163
"Centre nord","B70",2022,160.020660666697,4.74294377904405,19.9388820140824,586.351580910882,0.208078117854605,0.0296395712858792
"Centre nord","B81",2022,184.753868309243,6.49669529066487,23.7012657407371,709.594122220119,0.206222394106539,0.0351640555627806
"Centre nord","B82",2022,159.459168046725,4.78329224971472,21.4370352176625,703.22408713446,0.197011034303901,0.0299969723177855
"Centre nord","B91",2022,204.260368744159,4.8242120346026,23.149027031007,655.060599153065,0.212119547156212,0.0236179542035637
"Centre nord","B92",2022,205.677431779296,5.42240091899472,23.7166100982598,652.415461964762,0.215139048579956,0.0263636164263918
"Grand est","C11",2022,200.357739412656,5.42048191774965,22.7828976586398,584.10878725766,0.222850015735425,0.0270540181459407
"Grand est","C12",2022,190.190952138267,5.77823205452915,20.3920139204386,522.774655299513,0.222857809063729,0.0303812141932412
"Grand est","C20",2022,168.800241899783,4.30726309139237,21.1279213916528,700.911458515798,0.195907862220612,0.0255169248747262
"Grand est","C30",2022,205.651321078299,4.98672753231315,22.9948995076465,617.070142418466,0.217822907511604,0.0242484585373246
"Grand est","C41",2022,181.08142282162,5.49857264385535,21.6017252163555,627.671685438073,0.209330740168603,0.0303651946079079
"Grand est","C42",2022,284.259531002926,6.45021743739062,27.2523389302927,483.969917640056,0.267761274274217,0.0226912969800271
"Grand est","C51",2022,195.990405358914,5.51955770752065,21.9682459418061,614.22416492303,0.213397487117794,0.0281623873240773
"Grand est","C52",2022,198.027495340024,6.3749449819019,26.4111286480965,907.557165715083,0.192491494587969,0.0321922214435717
"Vosges","D11",2022,298.910139593964,8.23017438826917,30.0664901658161,668.818620247043,0.239244657364785,0.0275339418042122
"Vosges","D12",2022,255.828943673521,6.79697614713765,25.9906424419656,642.577524768543,0.226934644172744,0.0265684408086822
"Jura","E10",2022,190.976021646287,5.23208879539098,23.8679676911892,795.310878488195,0.195476393828337,0.027396574451014
"Jura","E20",2022,308.095419012747,7.44928307981678,31.3482709558108,700.961895100185,0.238624290585162,0.0241784934799974
"Sud ouest","F11",2022,146.030850230615,6.65442022203986,22.3088166167034,1049.68544731016,0.164499180204118,0.0455685919210294
"Sud ouest","F12",2022,136.679785619377,5.63736704050408,21.4716994155451,1016.09677982343,0.16402903549333,0.0412450679151847
"Sud ouest","F14",2022,176.47671366626,6.5098708377169,25.4768044699414,954.306073748727,0.184367213695062,0.0368879876697381
"Sud ouest","F15",2022,160.734699716498,5.1699555523832,22.0077838131858,784.907185710399,0.188944416429379,0.0321645267730112
"Sud ouest","F21",2022,100.893170583451,7.57071913012326,14.8089373300956,496.413662283685,0.194892507865627,0.0750369830419923
"Sud ouest","F22",2022,141.935519377051,5.67724998555678,19.8799284272781,458.564402831137,0.234942885480941,0.0399987967104639
"Sud ouest","F23",2022,148.171257191716,6.79668608134469,20.4239882511706,639.366599900701,0.201674209198289,0.0458704758950017
"Sud ouest","F30",2022,167.485307723221,4.68735237921504,22.8827318584981,717.970302247476,0.201444657851876,0.0279866481599756
"Sud ouest","F40",2022,89.963232727718,2.06327728178436,16.5039420791091,763.38662607273,0.165911553996808,0.0229346725237081
"Sud ouest","F51",2022,163.524037665882,4.99243276481725,21.951645901931,460.297340779652,0.24641626504455,0.0305302684307366
"Sud ouest","F52",2022,163.711823445181,5.74656138619189,21.3705813450944,545.342307066388,0.223371948179064,0.035101688230332
"Massif central","G11",2022,182.957567050531,6.74102087227954,24.0242771980892,738.06180033253,0.203579414179077,0.0368447229647394
"Massif central","G12",2022,209.335923537049,5.50418662544156,26.6067309258784,707.227979339553,0.218862371718973,0.0262935598077958
"Massif central","G13",2022,213.293331408634,6.81845625073656,26.3165500724908,715.273518172538,0.216437975953125,0.0319675078714653
"Massif central","G21",2022,184.023021248143,6.80011656887656,21.9437546647088,552.442212697841,0.224888423940943,0.0369525319318992
"Massif central","G22",2022,268.370218554136,7.85145160845687,30.653692656326,717.249920029364,0.233271243479073,0.0292560465567198
"Massif central","G23",2022,234.5324416898,6.88677906871284,25.7566049353504,623.609599518482,0.229320548412571,0.0293638654810131
"Massif central","G30",2022,248.729251526874,6.08317308535931,32.9149872282691,778.962632753108,0.231949581010734,0.0244570071594577
"Massif central","G41",2022,230.497747337075,7.52601255531026,26.0388231660129,659.716387400036,0.224174959195073,0.0326511327865794
"Massif central","G42",2022,216.741981943368,6.34262555393698,28.3725119172191,729.884535307153,0.222472774943999,0.0292634841532188
"Massif central","G50",2022,175.585239638276,4.4850328590994,25.4797724867349,730.977098522052,0.210669151869805,0.0255433364919457
"Massif central","G60",2022,93.6196360057448,2.55409816577783,16.6450364680196,671.622461825788,0.177637572073303,0.0272816502471886
"Massif central","G70",2022,173.892211246931,4.57485079615618,28.0039720302599,872.831560591474,0.202115516694193,0.0263085434554615
"Massif central","G80",2022,192.456347908808,5.51973486229545,25.5606412151644,866.967381342913,0.193749036967713,0.0286804510335553
"Massif central","G90",2022,173.577919148092,4.54800535573196,23.6946578255619,714.924674206518,0.205423505923201,0.0262015202051808
"Alpes","H10",2022,323.390910735197,6.77645131845761,34.8801494077187,731.418676195463,0.246411631854887,0.0209543654243467
"Alpes","H21",2022,299.625342838247,6.86438756746001,31.9077569864842,608.154870113548,0.258461644183026,0.0229099030890914
"Alpes","H22",2022,220.410693829492,5.17027100470292,27.6646577367735,688.763608088177,0.226142721255906,0.0234574417187879
"Alpes","H30",2022,99.0368204761112,2.22456909253344,19.194028951118,786.512940793393,0.176272756434636,0.0224620407020239
"Alpes","H41",2022,157.332893144325,3.35352679298001,23.4701052765279,662.868352511934,0.21232392587123,0.0213148485733606
"Alpes","H42",2022,154.57884914505,2.58923633420348,21.6975450252249,570.962732370108,0.219966465973279,0.0167502627204441
"Pyrénnés","I11",2022,191.24698571843,5.5769383193533,24.8771114753531,699.902813155219,0.212733637404096,0.0291609214043465
"Pyrénnés","I12",2022,248.128006499458,5.47667096614406,30.4865026637197,775.40458565788,0.223740538912238,0.0220719581131041
"Pyrénnés","I13",2022,129.823807494689,3.16077332720162,21.9059132821917,979.17080950378,0.16877437653634,0.0243466386342961
"Pyrénnés","I21",2022,211.811129941264,4.80988181351512,28.0846308411333,733.319894897005,0.220822176125364,0.0227083525537535
"Pyrénnés","I22",2022,123.450215449311,2.8610758333893,22.7531368044628,778.260848438278,0.192935927311463,0.0231759484823586
"Provence","J10",2022,48.8532249437943,1.24129072152523,13.0754068023127,924.080547422163,0.13422324989827,0.0254085727800638
"Provence","J21",2022,40.8366667146504,1.14652245101576,12.0389175696187,718.196694889914,0.146092216646495,0.0280758089054424
"Provence","J22",2022,62.0321928832851,1.55647593262665,13.943252689665,743.525022430415,0.154521641821221,0.025091422054919
"Provence","J23",2022,58.5859044309225,1.53714040251703,13.1528049945043,660.283574559467,0.159257173307626,0.0262373759942452
"Provence","J24",2022,76.8177813449236,2.05492693661184,16.3554854604813,689.959274670703,0.173730092340577,0.0267506676271331
"Provence","J30",2022,56.2325074180417,1.14952864716238,14.7124881122341,544.423342399047,0.185493951552877,0.0204424220071959
"Provence","J40",2022,75.5278903605391,1.98290413164932,16.9837336270856,885.510346309509,0.156269716495812,0.0262539324504331
"Corse","K11",2022,61.8592642249359,1.59163304267497,16.3373558852795,874.4115919058,0.15423679458404,0.0257299058211781
"Corse","K12",2022,216.427865620522,3.55619325886365,31.3791133725179,836.138745850333,0.218592984240135,0.0164313095666663
"Corse","K13",2022,79.3513220459238,2.12847984228043,17.6114588114426,925.148436906161,0.155685087581995,0.0268234956570552
